Study;Phase;Litter;Tag.color;Treatment;Moment;Aleatorization;Video.Drive;Video.YT;Link.YT;Video.Forms;Day;Part;Observer;Head.down;Interaction;Activity;Sits.with.difficulty;Wags.tail;Total;Analgesia;Times.watched
final;1;23;green;Iodine;0-1;4;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;4;1;single;2;1;1;0;1;1;4;1;1
final;1;23;green;Iodine;0-1;4;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;4;1;single;1;1;1;1;1;1;5;1;1
final;1;23;green;Iodine;0-1;4;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;4;1;single;6;1;1;1;1;0;4;1;1
final;1;23;green;Iodine;0-1;4;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;4;1;single;3;1;1;0;1;1;4;1;1
final;1;23;green;Iodine;0-1;4;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;4;1;single;4;0;0;0;1;1;2;0;1
final;1;23;green;Iodine;0-1;4;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;4;1;single;5;1;1;1;0;1;4;1;2
final;1;19;green;Iodine;0-1;5;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;5;1;single;2;1;0;0;0;1;2;0;1
final;1;19;green;Iodine;0-1;5;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;5;1;single;1;0;0;0;1;1;2;0;3
final;1;19;green;Iodine;0-1;5;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;5;1;single;6;0;0;1;0;1;2;0;1
final;1;19;green;Iodine;0-1;5;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;5;1;single;3;1;1;0;0;1;3;1;1
final;1;19;green;Iodine;0-1;5;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;5;1;single;4;0;0;0;0;1;1;0;1
final;1;19;green;Iodine;0-1;5;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;5;1;single;5;0;0;0;0;1;1;0;1
final;1;7;green;Iodine;-24;6;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;6;1;single;2;0;0;0;0;1;1;0;1
final;1;7;green;Iodine;-24;6;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;6;1;single;1;0;0;0;0;1;1;0;1
final;1;7;green;Iodine;-24;6;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;6;1;single;6;1;0;1;1;0;3;1;1
final;1;7;green;Iodine;-24;6;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;6;1;single;3;1;0;0;0;0;1;0;1
final;1;7;green;Iodine;-24;6;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;6;1;single;4;0;0;0;0;1;1;0;1
final;1;7;green;Iodine;-24;6;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;6;1;single;5;0;1;1;0;0;2;0;2
final;1;31;green;Iodine;-24;7;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;7;1;single;2;0;0;0;0;1;1;0;1
final;1;31;green;Iodine;-24;7;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;7;1;single;1;0;0;0;0;1;1;0;1
final;1;31;green;Iodine;-24;7;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;7;1;single;6;0;0;0;0;0;0;0;1
final;1;31;green;Iodine;-24;7;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;7;1;single;3;0;0;0;0;1;1;0;1
final;1;31;green;Iodine;-24;7;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;7;1;single;4;0;0;0;0;0;0;0;1
final;1;31;green;Iodine;-24;7;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;7;1;single;5;0;0;0;0;1;1;0;2
final;1;27;green;Iodine;0-1;8;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;8;1;single;2;1;0;0;0;1;2;0;1
final;1;27;green;Iodine;0-1;8;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;8;1;single;1;1;1;1;1;0;4;1;1
final;1;27;green;Iodine;0-1;8;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;8;1;single;6;0;1;1;1;0;3;1;1
final;1;27;green;Iodine;0-1;8;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;8;1;single;3;1;1;1;0;1;4;1;1
final;1;27;green;Iodine;0-1;8;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;8;1;single;4;1;0;0;1;0;2;0;1
final;1;27;green;Iodine;0-1;8;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;8;1;single;5;0;1;1;0;0;2;0;2
final;1;5;green;Iodine;0-1;9;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;9;1;single;2;0;0;0;0;0;0;0;1
final;1;5;green;Iodine;0-1;9;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;9;1;single;1;1;1;1;1;0;4;1;1
final;1;5;green;Iodine;0-1;9;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;9;1;single;6;1;1;1;1;0;4;1;1
final;1;5;green;Iodine;0-1;9;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;9;1;single;3;1;1;0;0;0;2;0;1
final;1;5;green;Iodine;0-1;9;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;9;1;single;4;0;1;1;0;0;2;0;1
final;1;5;green;Iodine;0-1;9;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;9;1;single;5;0;0;1;1;0;2;0;2
final;1;24;green;Iodine;-24;10;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;10;1;single;2;0;0;0;0;1;1;0;1
final;1;24;green;Iodine;-24;10;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;10;1;single;1;0;0;0;0;0;0;0;1
final;1;24;green;Iodine;-24;10;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;10;1;single;6;0;0;0;0;0;0;0;1
final;1;24;green;Iodine;-24;10;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;10;1;single;3;0;0;0;0;0;0;0;1
final;1;24;green;Iodine;-24;10;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;10;1;single;4;0;0;0;0;0;0;0;1
final;1;24;green;Iodine;-24;10;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;10;1;single;5;0;0;0;0;0;0;0;1
final;1;26;green;Iodine;0-1;11;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;11;1;single;2;0;0;0;0;1;1;0;1
final;1;26;green;Iodine;0-1;11;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;11;1;single;1;0;0;0;0;1;1;0;1
final;1;26;green;Iodine;0-1;11;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;11;1;single;6;0;0;0;0;1;1;0;1
final;1;26;green;Iodine;0-1;11;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;11;1;single;3;0;0;0;0;1;1;0;1
final;1;26;green;Iodine;0-1;11;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;11;1;single;4;0;0;0;0;1;1;0;1
final;1;26;green;Iodine;0-1;11;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;11;1;single;5;0;0;0;0;1;1;0;1
final;1;11;green;Iodine;-24;12;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;12;1;single;2;0;0;0;0;0;0;0;1
final;1;11;green;Iodine;-24;12;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;12;1;single;1;0;0;0;0;0;0;0;1
final;1;11;green;Iodine;-24;12;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;12;1;single;6;0;0;0;1;0;1;0;1
final;1;11;green;Iodine;-24;12;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;12;1;single;3;0;0;0;0;0;0;0;1
final;1;11;green;Iodine;-24;12;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;12;1;single;4;0;0;0;0;1;1;0;1
final;1;11;green;Iodine;-24;12;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;12;1;single;5;0;0;0;0;0;0;0;1
final;1;31;green;Iodine;0-1;13;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;13;1;single;2;1;1;0;1;0;3;1;1
final;1;31;green;Iodine;0-1;13;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;13;1;single;1;1;1;1;1;1;5;1;1
final;1;31;green;Iodine;0-1;13;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;13;1;single;6;0;0;1;0;1;2;0;1
final;1;31;green;Iodine;0-1;13;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;13;1;single;3;1;0;0;0;1;2;0;1
final;1;31;green;Iodine;0-1;13;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;13;1;single;4;0;0;0;0;1;1;0;1
final;1;31;green;Iodine;0-1;13;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;13;1;single;5;0;1;1;0;1;3;1;1
final;1;12;green;Iodine;0-1;14;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;14;1;single;2;0;0;0;1;0;1;0;1
final;1;12;green;Iodine;0-1;14;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;14;1;single;1;0;0;0;1;1;2;0;1
final;1;12;green;Iodine;0-1;14;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;14;1;single;6;0;0;1;1;1;3;1;1
final;1;12;green;Iodine;0-1;14;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;14;1;single;3;0;0;0;0;1;1;0;1
final;1;12;green;Iodine;0-1;14;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;14;1;single;4;0;0;0;1;1;2;0;1
final;1;12;green;Iodine;0-1;14;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;14;1;single;5;0;0;0;1;1;2;0;1
final;1;27;green;Iodine;-24;15;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;15;1;single;2;0;0;0;0;0;0;0;1
final;1;27;green;Iodine;-24;15;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;15;1;single;1;0;0;0;0;0;0;0;1
final;1;27;green;Iodine;-24;15;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;15;1;single;6;0;0;0;0;0;0;0;1
final;1;27;green;Iodine;-24;15;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;15;1;single;3;0;0;0;0;0;0;0;1
final;1;27;green;Iodine;-24;15;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;15;1;single;4;0;0;0;0;0;0;0;1
final;1;27;green;Iodine;-24;15;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;15;1;single;5;0;0;0;0;0;0;0;1
final;1;5;green;Iodine;-24;16;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;16;1;single;2;0;0;0;0;0;0;0;1
final;1;5;green;Iodine;-24;16;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;16;1;single;1;0;0;0;0;0;0;0;1
final;1;5;green;Iodine;-24;16;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;16;1;single;6;0;0;0;1;0;1;0;1
final;1;5;green;Iodine;-24;16;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;16;1;single;3;0;0;0;0;0;0;0;1
final;1;5;green;Iodine;-24;16;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;16;1;single;4;0;0;0;0;0;0;0;1
final;1;5;green;Iodine;-24;16;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;16;1;single;5;0;0;0;0;0;0;0;1
final;1;23;green;Iodine;-24;17;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;17;1;single;2;0;0;0;0;0;0;0;1
final;1;23;green;Iodine;-24;17;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;17;1;single;1;0;0;0;0;0;0;0;1
final;1;23;green;Iodine;-24;17;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;17;1;single;6;0;0;0;0;1;1;0;1
final;1;23;green;Iodine;-24;17;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;17;1;single;3;0;0;0;0;0;0;0;1
final;1;23;green;Iodine;-24;17;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;17;1;single;4;0;0;0;0;0;0;0;1
final;1;23;green;Iodine;-24;17;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;17;1;single;5;0;0;0;0;0;0;0;1
final;1;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;2;0;0;0;0;1;1;0;2
final;1;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;1;0;0;0;0;1;1;0;1
final;1;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;6;0;0;0;1;1;2;0;1
final;1;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;3;0;0;0;0;1;1;0;1
final;1;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;4;0;0;0;0;1;1;0;1
final;1;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;5;0;0;0;0;1;1;0;2
final;1;7;green;Iodine;0-1;19;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;19;1;single;2;0;0;0;1;0;1;0;1
final;1;7;green;Iodine;0-1;19;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;19;1;single;1;0;0;0;0;0;0;0;2
final;1;7;green;Iodine;0-1;19;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;19;1;single;6;1;1;1;1;0;4;1;2
final;1;7;green;Iodine;0-1;19;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;19;1;single;3;0;0;0;0;0;0;0;1
final;1;7;green;Iodine;0-1;19;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;19;1;single;4;0;0;0;0;0;0;0;2
final;1;7;green;Iodine;0-1;19;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;19;1;single;5;0;0;1;0;0;1;0;2
final;1;24;green;Iodine;0-1;20;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;20;1;single;2;0;0;0;0;1;1;0;1
final;1;24;green;Iodine;0-1;20;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;20;1;single;1;0;0;0;0;1;1;0;1
final;1;24;green;Iodine;0-1;20;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;20;1;single;6;0;0;0;0;1;1;0;1
final;1;24;green;Iodine;0-1;20;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;20;1;single;3;0;0;0;0;1;1;0;1
final;1;24;green;Iodine;0-1;20;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;20;1;single;4;0;0;0;0;1;1;0;1
final;1;24;green;Iodine;0-1;20;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;20;1;single;5;0;0;0;1;1;2;0;2
