Study;Phase;Litter;Tag.color;Treatment;Moment;Aleatorization;Video.Drive;Video.YT;Link.YT;Video.Forms;Day;Part;Observer;Head.down;Interaction;Activity;Sits.with.difficulty;Wags.tail;Total;Analgesia;Times.watched
training;1;19;green;Iodine;-24;1;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;1;1;single;2;0;0;0;1;1;2;0;1
training;1;19;green;Iodine;-24;1;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;1;1;single;6;0;0;0;1;0;1;0;1
training;1;19;green;Iodine;-24;1;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;1;1;single;1;0;0;0;0;0;0;0;1
training;1;19;green;Iodine;-24;1;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;1;1;single;3;0;0;0;0;1;1;0;1
training;1;19;green;Iodine;-24;1;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;1;1;single;4;0;0;0;0;1;1;0;1
training;1;19;green;Iodine;-24;1;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;1;1;single;5;0;0;0;1;1;2;0;2
training;1;23;green;Iodine;-24;2;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;2;1;single;2;0;0;0;0;0;0;0;1
training;1;23;green;Iodine;-24;2;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;2;1;single;6;1;0;0;1;0;2;0;2
training;1;23;green;Iodine;-24;2;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;2;1;single;1;0;0;0;0;0;0;0;1
training;1;23;green;Iodine;-24;2;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;2;1;single;3;1;0;0;1;0;2;0;1
training;1;23;green;Iodine;-24;2;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;2;1;single;4;0;0;0;0;0;0;0;1
training;1;23;green;Iodine;-24;2;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;2;1;single;5;0;0;0;0;0;0;0;2
training;1;19;green;Iodine;0-1;3;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;3;1;single;2;0;0;0;1;1;2;0;1
training;1;19;green;Iodine;0-1;3;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;3;1;single;6;0;0;1;1;1;3;1;1
training;1;19;green;Iodine;0-1;3;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;3;1;single;1;0;0;0;0;1;1;0;2
training;1;19;green;Iodine;0-1;3;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;3;1;single;3;1;0;0;0;1;2;0;1
training;1;19;green;Iodine;0-1;3;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;3;1;single;4;0;0;0;0;1;1;0;1
training;1;19;green;Iodine;0-1;3;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;3;1;single;5;0;0;0;0;1;1;0;2
training;1;5;green;Iodine;0-1;4;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;4;1;single;2;1;0;0;1;0;2;0;1
training;1;5;green;Iodine;0-1;4;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;4;1;single;6;1;0;1;1;0;3;1;1
training;1;5;green;Iodine;0-1;4;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;4;1;single;1;0;1;1;1;0;3;1;2
training;1;5;green;Iodine;0-1;4;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;4;1;single;3;1;0;0;1;0;2;0;1
training;1;5;green;Iodine;0-1;4;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;4;1;single;4;1;1;1;1;0;4;1;1
training;1;5;green;Iodine;0-1;4;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;4;1;single;5;0;1;1;0;0;2;0;2
training;1;27;green;Iodine;-24;5;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;5;1;single;2;0;0;0;0;0;0;0;1
training;1;27;green;Iodine;-24;5;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;5;1;single;6;0;0;0;0;0;0;0;1
training;1;27;green;Iodine;-24;5;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;5;1;single;1;0;0;0;0;0;0;0;2
training;1;27;green;Iodine;-24;5;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;5;1;single;3;0;0;0;0;0;0;0;1
training;1;27;green;Iodine;-24;5;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;5;1;single;4;0;0;0;0;0;0;0;1
training;1;27;green;Iodine;-24;5;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;5;1;single;5;0;0;0;0;0;0;0;1
training;1;26;green;Iodine;-24;6;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;6;1;single;2;0;0;0;0;0;0;0;1
training;1;26;green;Iodine;-24;6;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;6;1;single;6;0;0;0;0;0;0;0;1
training;1;26;green;Iodine;-24;6;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;6;1;single;1;0;0;0;0;0;0;0;1
training;1;26;green;Iodine;-24;6;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;6;1;single;3;0;0;0;0;1;1;0;1
training;1;26;green;Iodine;-24;6;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;6;1;single;4;0;0;0;0;1;1;0;1
training;1;26;green;Iodine;-24;6;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;6;1;single;5;0;0;0;0;0;0;0;1
training;1;31;green;Iodine;0-1;7;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;7;1;single;2;1;1;0;1;0;3;1;1
training;1;31;green;Iodine;0-1;7;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;7;1;single;6;0;1;1;1;0;3;1;1
training;1;31;green;Iodine;0-1;7;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;7;1;single;1;0;1;1;0;1;3;1;1
training;1;31;green;Iodine;0-1;7;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;7;1;single;3;0;1;0;1;1;3;1;1
training;1;31;green;Iodine;0-1;7;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;7;1;single;4;0;1;1;1;1;4;1;1
training;1;31;green;Iodine;0-1;7;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;7;1;single;5;0;1;1;0;1;3;1;2
training;1;26;green;Iodine;0-1;8;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;8;1;single;2;0;0;0;0;1;1;0;2
training;1;26;green;Iodine;0-1;8;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;8;1;single;6;0;0;0;0;1;1;0;1
training;1;26;green;Iodine;0-1;8;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;8;1;single;1;0;0;0;0;1;1;0;1
training;1;26;green;Iodine;0-1;8;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;8;1;single;3;0;0;0;0;1;1;0;1
training;1;26;green;Iodine;0-1;8;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;8;1;single;4;0;0;0;0;1;1;0;1
training;1;26;green;Iodine;0-1;8;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs8;8;1;single;5;0;0;0;0;1;1;0;1
training;1;27;green;Iodine;0-1;9;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;9;1;single;2;1;1;1;1;0;4;1;1
training;1;27;green;Iodine;0-1;9;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;9;1;single;6;1;1;1;1;0;4;1;2
training;1;27;green;Iodine;0-1;9;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;9;1;single;1;0;1;1;1;0;3;1;1
training;1;27;green;Iodine;0-1;9;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;9;1;single;3;1;1;1;1;0;4;1;2
training;1;27;green;Iodine;0-1;9;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;9;1;single;4;1;1;1;1;0;4;1;1
training;1;27;green;Iodine;0-1;9;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;9;1;single;5;1;0;1;0;0;2;0;2
training;1;11;green;Iodine;-24;10;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;10;1;single;2;0;0;0;0;0;0;0;1
training;1;11;green;Iodine;-24;10;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;10;1;single;6;0;0;0;1;0;1;0;1
training;1;11;green;Iodine;-24;10;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;10;1;single;1;0;0;0;0;0;0;0;1
training;1;11;green;Iodine;-24;10;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;10;1;single;3;0;0;0;0;0;0;0;2
training;1;11;green;Iodine;-24;10;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;10;1;single;4;0;0;0;1;0;1;0;1
training;1;11;green;Iodine;-24;10;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;10;1;single;5;0;0;0;0;0;0;0;2
training;1;7;green;Iodine;-24;11;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;11;1;single;2;1;1;1;1;1;5;1;1
training;1;7;green;Iodine;-24;11;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;11;1;single;6;0;0;1;1;1;3;1;1
training;1;7;green;Iodine;-24;11;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;11;1;single;1;0;0;0;0;0;0;0;1
training;1;7;green;Iodine;-24;11;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;11;1;single;3;0;0;0;0;1;1;0;1
training;1;7;green;Iodine;-24;11;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;11;1;single;4;0;0;0;0;1;1;0;1
training;1;7;green;Iodine;-24;11;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;11;1;single;5;0;0;1;0;0;1;0;2
training;1;24;green;Iodine;-24;12;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;12;1;single;2;0;0;0;0;0;0;0;1
training;1;24;green;Iodine;-24;12;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;12;1;single;6;0;0;0;0;0;0;0;1
training;1;24;green;Iodine;-24;12;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;12;1;single;1;0;0;0;0;0;0;0;1
training;1;24;green;Iodine;-24;12;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;12;1;single;3;0;0;0;0;0;0;0;1
training;1;24;green;Iodine;-24;12;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;12;1;single;4;0;0;0;0;0;0;0;1
training;1;24;green;Iodine;-24;12;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;12;1;single;5;0;0;0;0;0;0;0;2
training;1;23;green;Iodine;0-1;13;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;13;1;single;2;1;1;1;1;0;4;1;1
training;1;23;green;Iodine;0-1;13;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;13;1;single;6;0;1;1;1;1;4;1;1
training;1;23;green;Iodine;0-1;13;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;13;1;single;1;1;1;1;1;1;5;1;1
training;1;23;green;Iodine;0-1;13;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;13;1;single;3;1;1;1;1;1;5;1;1
training;1;23;green;Iodine;0-1;13;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;13;1;single;4;1;1;1;1;1;5;1;1
training;1;23;green;Iodine;0-1;13;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;13;1;single;5;1;1;1;0;1;4;1;2
training;1;11;green;Iodine;0-1;14;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;14;1;single;2;1;0;0;0;1;2;0;2
training;1;11;green;Iodine;0-1;14;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;14;1;single;6;0;0;0;1;0;1;0;1
training;1;11;green;Iodine;0-1;14;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;14;1;single;1;0;0;0;1;1;2;0;2
training;1;11;green;Iodine;0-1;14;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;14;1;single;3;1;0;0;0;0;1;0;1
training;1;11;green;Iodine;0-1;14;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;14;1;single;4;0;0;0;0;0;0;0;1
training;1;11;green;Iodine;0-1;14;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;14;1;single;5;0;1;1;0;0;2;0;3
training;1;12;green;Iodine;0-1;15;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;15;1;single;2;0;0;0;1;0;1;0;1
training;1;12;green;Iodine;0-1;15;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;15;1;single;6;0;0;1;1;1;3;1;1
training;1;12;green;Iodine;0-1;15;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;15;1;single;1;0;0;0;1;1;2;0;2
training;1;12;green;Iodine;0-1;15;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;15;1;single;3;0;0;0;0;0;0;0;1
training;1;12;green;Iodine;0-1;15;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;15;1;single;4;0;0;0;1;1;2;0;1
training;1;12;green;Iodine;0-1;15;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;15;1;single;5;0;0;1;0;0;1;0;2
training;1;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;2;0;1;1;1;0;3;1;1
training;1;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;6;1;0;1;1;0;3;1;1
training;1;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;1;0;0;0;0;0;0;0;1
training;1;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;3;0;0;0;0;0;0;0;1
training;1;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;4;0;1;1;0;1;3;1;1
training;1;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;5;0;1;1;0;0;2;0;2
training;1;31;green;Iodine;-24;17;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;17;1;single;2;0;0;0;0;1;1;0;1
training;1;31;green;Iodine;-24;17;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;17;1;single;6;0;0;0;1;1;2;0;1
training;1;31;green;Iodine;-24;17;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;17;1;single;1;0;0;0;0;0;0;0;1
training;1;31;green;Iodine;-24;17;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;17;1;single;3;0;0;0;0;0;0;0;1
training;1;31;green;Iodine;-24;17;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;17;1;single;4;0;0;0;0;1;1;0;2
training;1;31;green;Iodine;-24;17;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;17;1;single;5;0;0;1;0;1;2;0;2
training;1;24;green;Iodine;0-1;18;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;18;1;single;2;0;0;0;1;1;2;0;1
training;1;24;green;Iodine;0-1;18;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;18;1;single;6;0;0;0;1;1;2;0;1
training;1;24;green;Iodine;0-1;18;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;18;1;single;1;0;0;0;0;1;1;0;1
training;1;24;green;Iodine;0-1;18;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;18;1;single;3;0;0;0;0;1;1;0;1
training;1;24;green;Iodine;0-1;18;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;18;1;single;4;0;0;0;0;1;1;0;1
training;1;24;green;Iodine;0-1;18;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;18;1;single;5;0;0;0;0;1;1;0;2
training;1;5;green;Iodine;-24;19;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;19;1;single;2;0;0;0;0;0;0;0;1
training;1;5;green;Iodine;-24;19;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;19;1;single;6;0;0;0;1;0;1;0;1
training;1;5;green;Iodine;-24;19;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;19;1;single;1;0;0;0;0;0;0;0;1
training;1;5;green;Iodine;-24;19;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;19;1;single;3;0;0;0;0;0;0;0;1
training;1;5;green;Iodine;-24;19;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;19;1;single;4;0;0;0;0;0;0;0;1
training;1;5;green;Iodine;-24;19;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;19;1;single;5;0;0;0;0;0;0;0;1
training;1;12;green;Iodine;-24;20;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu64;20;1;single;2;0;0;0;0;1;1;0;1
training;1;12;green;Iodine;-24;20;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu64;20;1;single;6;0;0;1;1;1;3;1;1
training;1;12;green;Iodine;-24;20;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu64;20;1;single;1;0;0;0;0;0;0;0;1
training;1;12;green;Iodine;-24;20;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu64;20;1;single;3;0;0;0;1;0;1;0;1
training;1;12;green;Iodine;-24;20;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu64;20;1;single;4;0;0;0;1;1;2;0;1
training;1;12;green;Iodine;-24;20;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu64;20;1;single;5;0;0;0;1;0;1;0;2
training;2;24;green;Iodine;-24;1;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;1;1;single;6;0;0;0;0;0;0;0;1
training;2;24;green;Iodine;-24;1;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;1;1;single;2;0;0;0;0;1;1;0;1
training;2;24;green;Iodine;-24;1;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;1;1;single;1;0;0;0;0;0;0;0;1
training;2;24;green;Iodine;-24;1;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;1;1;single;4;0;0;0;0;0;0;0;1
training;2;24;green;Iodine;-24;1;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;1;1;single;3;0;0;0;0;1;1;0;1
training;2;24;green;Iodine;-24;1;20128_-24h_21G;Video 09;https://youtu.be/zYeNXMNZdnk;1;1;single;5;0;0;0;0;0;0;0;2
training;2;19;green;Iodine;0-1;2;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;2;1;single;6;0;1;1;0;1;3;1;1
training;2;19;green;Iodine;0-1;2;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;2;1;single;2;1;0;0;1;1;3;1;1
training;2;19;green;Iodine;0-1;2;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;2;1;single;1;0;0;0;0;1;1;0;1
training;2;19;green;Iodine;0-1;2;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;2;1;single;4;0;0;0;0;1;1;0;1
training;2;19;green;Iodine;0-1;2;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;2;1;single;3;1;1;1;0;1;4;1;1
training;2;19;green;Iodine;0-1;2;21070_0-1h_16G;Video 06;https://youtu.be/AHoUHJw-6HE;2;1;single;5;0;0;0;0;1;1;0;1
training;2;23;green;Iodine;-24;3;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;3;1;single;6;0;0;1;0;0;1;0;1
training;2;23;green;Iodine;-24;3;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;3;1;single;2;0;0;0;0;0;0;0;1
training;2;23;green;Iodine;-24;3;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;3;1;single;1;0;0;0;0;0;0;0;1
training;2;23;green;Iodine;-24;3;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;3;1;single;4;0;0;0;0;0;0;0;1
training;2;23;green;Iodine;-24;3;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;3;1;single;3;0;0;0;0;0;0;0;1
training;2;23;green;Iodine;-24;3;6274_-24h_20G;Video 07;https://youtu.be/U77hCv_SLcQ;3;1;single;5;1;0;1;0;0;2;0;2
training;2;31;green;Iodine;-24;4;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;4;1;single;6;0;0;0;0;1;1;0;1
training;2;31;green;Iodine;-24;4;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;4;1;single;2;0;0;0;0;1;1;0;1
training;2;31;green;Iodine;-24;4;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;4;1;single;1;0;0;0;0;0;0;0;1
training;2;31;green;Iodine;-24;4;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;4;1;single;4;0;0;0;0;1;1;0;1
training;2;31;green;Iodine;-24;4;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;4;1;single;3;0;0;0;0;1;1;0;1
training;2;31;green;Iodine;-24;4;22095_-24h_28G;Video 15;https://youtu.be/C6E8s5Gb0fQ;4;1;single;5;0;0;0;1;1;2;0;2
training;2;12;green;Iodine;0-1;5;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;5;1;single;6;0;0;1;1;1;3;1;2
training;2;12;green;Iodine;0-1;5;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;5;1;single;2;0;0;1;1;0;2;0;1
training;2;12;green;Iodine;0-1;5;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;5;1;single;1;0;0;0;0;1;1;0;2
training;2;12;green;Iodine;0-1;5;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;5;1;single;4;0;0;0;1;1;2;0;2
training;2;12;green;Iodine;0-1;5;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;5;1;single;3;0;0;0;0;1;1;0;1
training;2;12;green;Iodine;0-1;5;28514_0-1h_11G;Video 04;https://youtu.be/N_0tNdc01Jw;5;1;single;5;0;0;1;0;1;2;0;3
training;2;23;green;Iodine;0-1;6;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;6;1;single;6;1;1;1;1;1;5;1;1
training;2;23;green;Iodine;0-1;6;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;6;1;single;2;1;1;1;1;1;5;1;1
training;2;23;green;Iodine;0-1;6;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;6;1;single;1;1;1;1;1;1;5;1;1
training;2;23;green;Iodine;0-1;6;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;6;1;single;4;1;1;1;1;1;5;1;1
training;2;23;green;Iodine;0-1;6;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;6;1;single;3;1;1;1;1;1;5;1;1
training;2;23;green;Iodine;0-1;6;6274_0-1h_20G;Video 08;https://youtu.be/eH5-_ME74hI;6;1;single;5;1;1;1;0;1;4;1;2
training;2;26;green;Iodine;0-1;7;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs9;7;1;single;6;0;0;0;0;1;1;0;1
training;2;26;green;Iodine;0-1;7;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs9;7;1;single;2;0;0;0;0;1;1;0;1
training;2;26;green;Iodine;0-1;7;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs9;7;1;single;1;0;0;0;0;1;1;0;1
training;2;26;green;Iodine;0-1;7;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs9;7;1;single;4;0;0;0;0;1;1;0;1
training;2;26;green;Iodine;0-1;7;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs9;7;1;single;3;0;0;0;0;1;1;0;1
training;2;26;green;Iodine;0-1;7;26967_0-1h_23G;Video 12;https://youtu.be/1RB8kYgyZs9;7;1;single;5;0;0;0;0;1;1;0;1
training;2;31;green;Iodine;0-1;8;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;8;1;single;6;1;1;1;1;1;5;1;1
training;2;31;green;Iodine;0-1;8;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;8;1;single;2;1;1;1;1;1;5;1;1
training;2;31;green;Iodine;0-1;8;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;8;1;single;1;0;0;0;0;0;0;0;2
training;2;31;green;Iodine;0-1;8;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;8;1;single;4;0;1;1;1;1;4;1;1
training;2;31;green;Iodine;0-1;8;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;8;1;single;3;1;1;1;0;1;4;1;1
training;2;31;green;Iodine;0-1;8;22095_0-1h_28G;Video 16;https://youtu.be/RZXk4Un8fQM;8;1;single;5;0;1;1;0;1;3;1;3
training;2;26;green;Iodine;-24;9;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;9;1;single;6;0;0;0;0;0;0;0;2
training;2;26;green;Iodine;-24;9;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;9;1;single;2;0;0;0;0;0;0;0;1
training;2;26;green;Iodine;-24;9;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;9;1;single;1;0;0;0;0;0;0;0;1
training;2;26;green;Iodine;-24;9;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;9;1;single;4;0;0;0;0;1;1;0;1
training;2;26;green;Iodine;-24;9;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;9;1;single;3;0;0;0;0;1;1;0;1
training;2;26;green;Iodine;-24;9;26967_-24h_23G;Video 11;https://youtu.be/N48FMI5lx2s;9;1;single;5;0;0;0;0;0;0;0;2
training;2;24;green;Iodine;0-1;10;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;10;1;single;6;0;0;0;1;1;2;0;2
training;2;24;green;Iodine;0-1;10;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;10;1;single;2;0;0;0;0;1;1;0;1
training;2;24;green;Iodine;0-1;10;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;10;1;single;1;0;0;0;0;1;1;0;1
training;2;24;green;Iodine;0-1;10;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;10;1;single;4;0;0;0;0;1;1;0;1
